"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sao Tome and Principe","STP","Rural population","SP.RUR.TOTL","53967","53746","52893","51903","51110","50724","50797","51223","51805","52306","52554","53286","54117","54896","55770","56834","58124","59589","61103","62517","63720","64668","64831","64796","64820","65001","65372","65866","66405","66871","67177","67328","67565","67702","67725","67642","67449","67169","66844","66527","66260","66042","65533","65030","64613","64304","64110","63992","63862","63627","63216","62620","61872","61068","60258","59483","58749","58051","57393","56779","",
"Suriname","SUR","Rural population","SP.RUR.TOTL","151823","155957","160046","164171","168651","173978","179640","185497","191068","195676","198874","200436","195874","185789","175694","166146","157270","148979","141102","133470","125975","125924","125925","126130","126712","127792","129423","131523","133942","136470","138948","141330","143637","145838","147927","149894","151720","153402","154977","156504","158032","159573","161110","162660","164212","166411","168693","171005","173345","175703","178084","180484","182898","185313","187620","189795","191836","193735","195491","197114","",
"Slovak Republic","SVK","Rural population","SP.RUR.TOTL","2706748","2768470","2766943","2762629","2758247","2751840","2742600","2730577","2715683","2700184","2674965","2642910","2617133","2593547","2570523","2546937","2522585","2497456","2470393","2441828","2408338","2392180","2387169","2380802","2373282","2365329","2355873","2344794","2332945","2319832","2305623","2292084","2296064","2308040","2320415","2330486","2338702","2346254","2352691","2358385","2358481","2357934","2365142","2371646","2379222","2387514","2395737","2404552","2414684","2426037","2443126","2460583","2472345","2482582","2492579","2500969","2508703","2515590","2520439","2523654","",
"Slovenia","SVN","Rural population","SP.RUR.TOTL","1137766","1130127","1123613","1119332","1115860","1113232","1112558","1110594","1105074","1095491","1086612","1078254","1067846","1057315","1043318","1033569","1028459","1020179","1010209","999641","987828","973456","972322","975328","977206","978898","987976","996738","996241","993604","991288","989377","987408","984540","982864","982559","981408","979573","976923","977086","979466","980492","980172","976273","972385","969570","968153","969042","966007","970209","969840","967238","964643","961339","957645","953743","949506","944897","942771","943292","",
"Sweden","SWE","Rural population","SP.RUR.TOTL","2059029","2008215","1945521","1884124","1827003","1774455","1724430","1673745","1620513","1570746","1525398","1493090","1471273","1448019","1426605","1414834","1414069","1413241","1411486","1408598","1405560","1406165","1406969","1407607","1408886","1411215","1414501","1419229","1425767","1435311","1446443","1447374","1442280","1437168","1433808","1427846","1422163","1420501","1418811","1417437","1417231","1417037","1416123","1415759","1415762","1415927","1413835","1409904","1406363","1403890","1401467","1389318","1368886","1350197","1333506","1317697","1304687","1292817","1278923","1264288","",
"Eswatini","SWZ","Rural population","SP.RUR.TOTL","323413","328461","333349","338313","343667","349637","356356","364246","372587","381056","389400","397546","405558","413527","421572","429776","438068","449898","462912","476606","490991","506026","521635","537780","554391","571386","588710","606227","623580","640379","656275","671082","684768","697435","709241","720285","730670","741058","755037","767282","777342","784989","790535","794758","798799","803460","809084","815051","818485","822054","825462","828681","832681","836877","841535","846802","852654","859030","865789","872797","",
"Sint Maarten (Dutch part)","SXM","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Seychelles","SYC","Rural population","SP.RUR.TOTL","30160","30573","30924","31227","31503","31767","32006","32218","32398","32547","32660","32633","32608","32271","32000","31860","31599","31337","31450","31731","32032","32432","32634","32604","32807","33084","33301","34755","34895","35102","35261","35708","35833","36535","37455","37928","38393","38736","39375","40014","40214","40076","41128","40461","40093","40045","40634","40573","41201","41057","41890","40468","40513","40894","41140","41665","41818","41921","41907","41863","",
"Syrian Arab Republic","SYR","Rural population","SP.RUR.TOTL","2890139","2955954","3020616","3086540","3154056","3223560","3294907","3367960","3442739","3519455","3597899","3696041","3802775","3912693","4025193","4140046","4256665","4375481","4497664","4625354","4759388","4900495","5057119","5220280","5384912","5548896","5711327","5872765","6033564","6194489","6356135","6518041","6679947","6842901","7008161","7157827","7307284","7460034","7611040","7754292","7885905","7995302","8084106","8176617","8304736","8486168","8739432","9042419","9324647","9492385","9484963","9575883","9494538","9296851","9077101","8608520","8232147","7936621","7749502","7712116","",
"Turks and Caicos Islands","TCA","Rural population","SP.RUR.TOTL","3047","3053","3038","3011","2980","2947","2911","2878","2848","2842","2856","2897","2963","3045","3127","3204","3265","3322","3379","3454","3529","3512","3510","3507","3489","3446","3382","3303","3218","3151","3107","3134","3177","3223","3253","3255","3228","3181","3133","3108","3115","3158","3251","3349","3421","3453","3444","3404","3340","3267","3192","3115","3035","2958","2882","2808","2736","2666","2600","2536","",
"Chad","TCD","Rural population","SP.RUR.TOTL","2800651","2847305","2895290","2943945","2990794","3031382","3069771","3106318","3142567","3180799","3222112","3267383","3315461","3365396","3411773","3452138","3485820","3514282","3539229","3600468","3666304","3737238","3813266","3895962","3986967","4087582","4198718","4320156","4449678","4584377","4722240","4862676","5006893","5158718","5327195","5504857","5691580","5887391","6093971","6313650","6547741","6797517","7061879","7336495","7615703","7895466","8173916","8452339","8734270","9024544","9324459","9634896","9953951","10279144","10606748","10933889","11259517","11584239","11908736","12234603","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Rural population","SP.RUR.TOTL","736637147","732050034","737634954","752323298","766409861","786458667","809114735","830634504","852906787","876545374","900861129","925346831","948155224","969117760","987830083","1006579211","1022305131","1036623528","1047752898","1055680735","1062610513","1069481103","1077726975","1087135166","1095174593","1103310429","1112121438","1121530753","1130611274","1138635653","1145636292","1150465988","1153408929","1155184068","1156247581","1156427653","1155738187","1154378323","1151939067","1148180560","1142977411","1134811297","1124327121","1112860593","1100606169","1087887135","1075073496","1061903356","1048287102","1034331289","1020035165","1006786482","993937606","981020987","967938795","954613699","941216687","927755840","913815943","899560656","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Rural population","SP.RUR.TOTL","168966768","169187978","169429484","169644180","169798207","169750231","169331490","168968189","168506413","167937674","167291446","166676131","166131183","165555152","164969152","164443891","164012143","163537503","162968759","162652999","162678518","162342364","161791933","161185369","160592585","159996249","159512640","159064288","158506801","158329071","158436829","158569962","158781350","159036731","159051032","158824168","158617965","158436735","158259481","157976215","157484658","156817125","156110575","155502927","154938662","154378288","153851856","153339618","152960460","152852382","152829423","152977175","153156498","153405708","153633346","153841892","153980840","154017527","153930136.5","153757178","",
"Togo","TGO","Rural population","SP.RUR.TOTL","1420913","1422757","1421740","1422719","1431926","1453190","1487967","1533078","1581919","1625931","1665339","1713515","1754710","1790666","1824238","1857803","1891001","1923824","1959064","2000309","2049798","2108668","2175315","2246680","2318918","2388934","2456366","2521802","2584077","2642094","2695274","2742531","2784822","2826461","2873100","2928608","2994631","3069467","3149322","3228715","3303929","3373897","3439967","3504096","3569139","3637184","3708471","3782162","3857679","3934401","4011430","4087374","4162775","4238137","4312849","4386572","4458809","4529629","4599184","4667728","",
"Thailand","THA","Rural population","SP.RUR.TOTL","22007628","22641161","23296739","23973492","24670941","25387800","26122444","26873061","27639687","28422349","29179725","29823192","30463367","31091950","31696636","32270427","32808399","33313309","33784607","34225006","34682377","35254500","35805099","36341475","36874144","37409943","37954410","38502254","39029517","39505100","39916505","40295662","40604727","40874944","41150869","41462962","41821146","42214142","42619971","43005327","43194326","42858458","42456021","41995497","41487149","40943339","40360854","39742331","39092276","38419680","37725977","37339016","37007906","36666512","36311537","35941812","35556101","35158608","34749671","34330982","",
"Tajikistan","TJK","Rural population","SP.RUR.TOTL","1394817","1434529","1477145","1521907","1567592","1613403","1659144","1704907","1750471","1795699","1849601","1914730","1980735","2047696","2116032","2185936","2257557","2331020","2406952","2485290","2566308","2650606","2738143","2829796","2926797","3029677","3139289","3254297","3370288","3490018","3611064","3721574","3822748","3916887","4008299","4100106","4193198","4287172","4383117","4482040","4568948","4643917","4723426","4807579","4896323","4989472","5087271","5190075","5298145","5411768","5531129","5656053","5784460","5916757","6053040","6193252","6337321","6484194","6631416","6775541","",
"Turkmenistan","TKM","Rural population","SP.RUR.TOTL","859154","886278","914278","942838","971652","1000447","1029091","1057584","1086136","1115008","1146320","1180648","1215669","1251374","1287620","1324377","1361677","1399561","1437898","1478695","1522464","1566509","1611064","1656525","1703554","1752548","1803286","1855729","1910567","1966490","2023419","2084431","2148657","2213193","2274252","2322981","2357269","2384818","2406891","2425603","2442641","2458352","2472714","2486772","2501645","2517490","2534543","2552879","2573114","2595522","2620373","2647838","2677410","2707819","2737482","2765002","2789964","2812449","2832249","2849351","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Rural population","SP.RUR.TOTL","106535130","107755326","108937228","110084249","111171186","112335495","113441495","114488178","115464796","116378465","117228591","118020572","118762262","119501613","120200758","120843599","121436005","121965885","122442246","122879774","123285437","123766012","124276024","124762868","125171962","125489686","125747807","125938666","126053681","126114823","126138982","126184974","126227230","126241966","126145684","125983612","125841872","125573527","125241309","124887780","124451035","124376771","124369166","124317920","124266682","124189525","124074038","123923094","123753296","123573150","123349015","123105452","122844459","122569209","122272088","121958530","121632064","121287080","120910756","120488780","",
"Timor-Leste","TLS","Rural population","SP.RUR.TOTL","426647","433395","439902","446652","453594","460686","467682","474531","481577","489303","497913","507922","518878","528939","535637","537404","533439","524823","514251","505445","501023","501895","507203","515703","525465","535084","544099","552946","562100","572333","584039","598393","614497","630424","644056","654072","659715","661784","662367","664369","669792","679344","692214","707082","722019","735992","748358","759582","769958","780043","790267","800589","810906","821388","832213","843513","855331","867647","880252","892937","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Rural population","SP.RUR.TOTL","64547083","65538671","66536532","67540564","68550573","69540569","70604988","71785283","72947406","74091021","75201258","76307972","77378752","78451101","79590340","80790811","82059184","83464588","84976742","86597081","88304212","90107175","92005062","93965188","95942677","97942306","99920856","101999160","104196566","106386859","108491659","110503380","112271298","113890943","115416814","116980149","118497566","119915971","121201857","122420010","123608823","124777186","125924743","127071456","128239421","129322477","130409859","131597676","132840565","134084354","135290580","136759037","138242073","139704902","141152020","142348623","143559401","144760708","145979444","147266048","",
"Tonga","TON","Rural population","SP.RUR.TOTL","50769","52292","54106","56081","58040","59848","61487","63147","64760","66154","67323","68214","68845","69329","69797","70357","71060","71763","72411","72952","73304","73445","73420","73280","73115","72987","72922","72996","73175","73346","73485","73591","73679","73770","73880","74032","74229","74467","74758","75077","75427","75795","76179","76586","77041","77540","78126","78755","79311","79647","79665","79284","78661","77973","77460","77324","77648","78366","79327","80349","",
"South Asia (IDA & IBRD)","TSA","Rural population","SP.RUR.TOTL","476925528","486226857","495538772","505164318","515094443","525330698","535866614","546697476","557800137","569140298","580691836","592259665","603445601","614823484","626361300","638003851","649918290","662072507","674425737","686928716","699517269","712792036","727447980","742296365","757288709","772401206","787588065","802845939","818183616","833710561","849386664","865355188","881760717","898216306","914623788","930920866","947036118","962976709","978775258","994492149","1010086912","1025021275","1038823510","1052316232","1065387999","1077998859","1090131408","1101778773","1112927344","1123593161","1133760097","1143403329","1152344627","1160872625","1168976369","1176700584","1184090358","1191085806","1197635168","1203683978","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Rural population","SP.RUR.TOTL","193852416","197703770","201696462","205794621","209991467","214291872","218733005","223291825","227979729","232814111","237868093","243014961","248309187","253788479","259468238","265308432","271296680","277502625","283869500","290606925","297586190","304515199","311565448","318691294","325843891","332991126","340221413","347599551","355069413","362610067","370045037","377909168","385862132","393934303","402389214","411053920","419884520","428817872","437959665","447264397","456723104","465910396","475180114","484619971","494263871","504083420","514207023","524930650","535197701","545633339","556190119","566871280","577826329","588918656","600085476","611300373","622553374","633823798","645077217","656284579","",
"Trinidad and Tobago","TTO","Rural population","SP.RUR.TOTL","558352","562097","564038","564297","563113","560736","557119","552421","547280","542490","538524","535607","533559","532063","530593","528811","526587","524075","521406","518835","517596","523795","530296","536748","542642","547635","551586","554590","556836","558630","560199","561602","562802","563681","564071","563888","563080","561817","560331","559025","558751","563104","567977","573199","578556","583854","589031","594168","599360","604814","610616","616833","623040","629064","634674","639683","644011","647676","650676","653029","",
"Tunisia","TUN","Rural population","SP.RUR.TOTL","2610938","2629767","2652564","2679156","2708833","2741317","2773926","2795195","2817592","2840175","2861964","2882938","2903251","2923263","2943032","2964902","2998321","3032265","3067951","3107117","3150751","3199359","3251631","3305222","3352792","3383414","3408071","3427521","3442602","3455331","3466299","3475985","3483273","3486532","3490492","3515651","3533637","3545532","3551646","3552894","3550149","3543630","3533710","3522120","3512808","3513417","3516971","3523289","3531222","3539159","3546109","3551480","3555864","3560257","3565448","3571323","3578151","3585299","3591574","3595658","",
"Turkey","TUR","Rural population","SP.RUR.TOTL","18814435","19121885","19433902","19745557","20057994","20371867","20632555","20864187","21092247","21318334","21541697","21809212","22098706","22386723","22669163","22943417","23274984","23633982","23991803","24353975","24723291","24658600","24394849","24095969","23752034","23364170","23094219","22862042","22598101","22310367","21998460","21949398","22010800","22063824","22110411","22152915","22192813","22229783","22260832","22284562","22297860","22249031","22166363","22072538","21962832","21837756","21692774","21533495","21371342","21224535","21101399","21003476","20922254","20856817","20793146","20723126","20646687","20564196","20462214","20331797","",
"Tuvalu","TUV","Rural population","SP.RUR.TOTL","4477","4458","4432","4403","4382","4374","4382","4405","4437","4457","4469","4452","4429","4411","4429","4499","4645","4832","5039","5226","5359","5426","5446","5434","5411","5404","5377","5366","5351","5325","5289","5236","5217","5226","5222","5210","5186","5148","5114","5084","5071","5081","5101","5091","5065","5030","4987","4932","4872","4818","4760","4699","4638","4580","4522","4470","4418","4374","4329","4284","",
"Tanzania","TZA","Rural population","SP.RUR.TOTL","9524816","9788596","10061098","10342569","10633189","10933252","11242463","11561239","11859677","12161334","12472675","12793741","13122864","13456147","13788025","14114661","14433666","14745911","15051617","15434204","15840015","16257167","16684155","17119733","17560697","18006457","18452183","18899555","19357750","19879699","20444351","21051643","21694058","22346852","22975662","23558313","24085273","24568430","25031762","25509468","26025848","26589207","27192239","27758068","28325266","28897338","29472455","30055022","30647132","31254805","31878943","32520330","33175293","33842561","34520239","35205369","35897878","36595845","37296263","37993578","",
"Uganda","UGA","Rural population","SP.RUR.TOTL","6468192","6661375","6867562","7085195","7312076","7546114","7787713","8036219","8285663","8528887","8778811","9020267","9253229","9484914","9725192","9981490","10256935","10550416","10860326","11183192","11504929","11820365","12144795","12483529","12842878","13226883","13636966","14069902","14518911","14975264","15432220","15897134","16373253","16849365","17322317","17790878","18253123","18711563","19174083","19652083","20153258","20681601","21234621","21807816","22393906","22989279","23592895","24208578","24837166","25481309","26142615","26815682","27500804","28214236","28974560","29792918","30677654","31614420","32566140","33485078","",
"Ukraine","UKR","Rural population","SP.RUR.TOTL","22701008","22665184","22622528","22566817","22488076","22338507","22157672","21950049","21722119","21485035","21269566","21083913","20894552","20700368","20495461","20287720","20066644","19835111","19594394","19361420","19140427","18933317","18690449","18453837","18220686","17983375","17752120","17526818","17311571","17231090","17250258","17266246","17295680","17284882","17179753","17024465","16854180","16681546","16514088","16339766","16156939","15969540","15770402","15574112","15375750","15172576","14986596","14814625","14652281","14505878","14405248","14311033","14233330","14158653","14048855","13970207","13882142","13787367","13675909","13549456","",
"Upper middle income","UMC","Rural population","SP.RUR.TOTL","895386531","890580603","895873857","910186004","923783667","943331293","965098293","985676414","1006894932","1029399108","1052503289","1075775767","1097333443","1117037071","1134459883","1149800966","1164097601","1177091016","1186898080","1193614030","1199668312","1205320795","1211929837","1219575677","1225811100","1232060340","1238972473","1246526741","1253688551","1260004252","1265388542","1268337019","1269237135","1268740300","1267327518","1264873411","1261667451","1257747082","1252706137","1246323109","1238527389","1228207718","1215643411","1202062811","1187703028","1172804128","1157763744","1142427469","1126791742","1111013344","1094833469","1079945170","1065542943","1051137113","1036559198","1021767463","1006871520","991866383","976298168.5","960341736","",
"Uruguay","URY","Rural population","SP.RUR.TOTL","501610","502455","503044","503335","503385","503124","502670","501918","500622","498524","495423","491226","486110","480607","475380","470177","460132","450971","442402","434093","425822","417625","409463","401419","393480","385655","377073","368206","359499","351081","342896","334962","327213","319681","312272","304952","297622","289508","281385","273143","264649","255962","247158","238373","229913","221930","214389","207268","200480","193980","187649","181518","177768","174793","171892","169065","166276","163584","160944","158340","",
"United States","USA","Rural population","SP.RUR.TOTL","54208527","54414785","54549307","54626596","54673014","54639947","54551297","54423243","54242804","54047876","54129627","54795508","55364268","55874046","56365499","56902406","57423878","57982322","58579920","59207469","59673829","59913573","60135341","60332364","60503262","60684895","60888123","61073788","61266559","61485081","61656881","61471853","61314541","61112155","60847887","60559606","60247274","59962727","59647910","59318323","59093274","59176653","59224903","59231337","59272576","59316092","59380586","59435929","59486862","59495270","59476370","59370278","59254429","59093985","58939798","58769219","58575095","58308905","57967430","57576495","",
"Uzbekistan","UZB","Rural population","SP.RUR.TOTL","5629234","5796010","5969421","6151230","6343390","6546728","6762600","6988887","7218764","7443302","7645149","7818358","7978021","8130080","8282467","8441006","8607190","8778857","8953628","9163266","9414926","9667341","9921510","10178453","10439730","10706368","10977886","11253585","11533142","11772206","12026038","12186521","12374357","12555212","12697829","12820892","12957692","13091401","13188606","13214840","13280156","13329518","13371841","13404863","13435495","13466323","13503445","13566997","13654403","13752638","14008143","14332297","14574618","14834290","15117410","15414708","15716939","16016163","16320520","16644921","",
"St. Vincent and the Grenadines","VCT","Rural population","SP.RUR.TOTL","59969","60481","60887","61200","61466","61711","61937","62137","62332","62530","62738","62962","63198","63446","63668","63878","64061","64218","64350","64440","64493","64505","64469","64395","64291","64165","64016","63843","63621","63340","62976","62565","62281","61943","61568","61169","60746","60313","59872","59458","59081","58752","58465","58189","57885","57531","57112","56653","56169","55693","55252","54856","54484","54144","53823","53522","53227","52954","52683","52404","",
"Venezuela, RB","VEN","Rural population","SP.RUR.TOTL","3125409","3133076","3153257","3170504","3184649","3196319","3205024","3211003","3213577","3212835","3207857","3199126","3196816","3197492","3196164","3193708","3190012","3185414","3179201","3170949","3160260","3147653","3142327","3139488","3135354","3130503","3124673","3117797","3109244","3098643","3085470","3081971","3081186","3078556","3073867","3067281","3058775","3048839","3037062","3023981","3009782","2994546","3043173","3091235","3138309","3184053","3227393","3268078","3307733","3347743","3389188","3435405","3487378","3534416","3562151","3563493","3532295","3473065","3404373","3353461","",
"British Virgin Islands","VGB","Rural population","SP.RUR.TOTL","7064","7136","7228","7338","7448","7568","7695","7821","7946","8073","8192","8297","8398","8491","8568","8616","8648","8666","8688","8751","8868","8983","9139","9336","9560","9807","10069","10346","10586","10771","10876","10924","11136","11296","11417","11508","11568","11611","11649","11715","11826","11982","12186","12436","12751","13122","13569","14069","14575","15012","15338","15532","15614","15619","15591","15572","15571","15576","15580","15581","",
"Virgin Islands (U.S.)","VIR","Rural population","SP.RUR.TOTL","14145","14453","14266","15680","15524","15974","16361","16756","18303","19068","19302","20729","21414","22654","23230","23390","22803","21159","20838","19979","19781","18938","18121","17343","16585","15839","15109","14403","13722","13076","12803","12278","11776","11288","10803","10311","9818","9347","8888","8440","8055","7800","7557","7323","7093","6872","6653","6443","6245","6050","5858","5673","5497","5327","5164","5009","4859","4717","4578","4444","",
"Vietnam","VNM","Rural population","SP.RUR.TOTL","27867543","28605757","29352914","30107985","30871660","31642133","32419329","33199235","33972775","34729513","35461716","36300752","37125654","37940862","38752746","39567939","40385821","41208731","42047313","42914364","43834219","44801905","45808239","46847246","47908849","48984713","50068687","51160328","52257850","53312727","54216358","55112805","55993697","56837441","57614402","58305808","58905353","59419571","59859287","60211898","60433048","60607742","60734164","60827508","60899168","60962273","61019400","61071591","61122432","61171856","61210531","61250280","61288401","61323029","61343307","61343883","61324000","61286326","61223241","61129966","",
"Vanuatu","VUT","Rural population","SP.RUR.TOTL","57063","58751","60496","62287","64083","65856","67593","69300","71044","72876","74854","76980","79236","81599","84024","86483","88978","91497","94007","96378","98558","100618","102569","104454","106327","108248","110196","112166","114223","116470","119142","122083","125245","128476","131520","134251","136581","138597","140480","142507","144883","147680","150802","154151","157568","160940","164225","167486","170809","174329","178429","183055","187970","193090","198283","203453","208575","213667","218708","223730","",
"World","WLD","Rural population","SP.RUR.TOTL","2011912703","2023384762","2044462012","2074712819","2104525591","2140438788","2178882838","2216228323","2254259759","2294522507","2335541354","2377766675","2418101311","2456680003","2493594740","2530762933","2565598460","2599580838","2630649691","2659384862","2687673652","2716047844","2747453616","2780275878","2811850869","2843599314","2875978469","2908954683","2941853997","2974595197","3007043942","3037418857","3066381335","3094133809","3120891523","3146585718","3171418308","3195320753","3217928619","3239086644","3258670380","3273211807","3283742678","3293322178","3302116966","3310170117","3318341278","3326573660","3333719734","3340312853","3346105707","3353217478","3360960665","3368457879","3375406418","3381376598","3386852596","3391541342","3395018752.5","3397467985","",
"Samoa","WSM","Rural population","SP.RUR.TOTL","88070","90821","93708","96674","99634","102531","105346","107888","110204","112264","114014","115442","116729","117853","118789","119586","120259","120874","121445","122007","122596","123260","124009","124781","125487","126072","126509","126840","127164","127609","128289","129230","130310","131444","132533","133448","134166","134721","135167","135613","136114","136686","137702","138974","140270","141593","142926","144271","145650","147091","148614","150243","151981","153747","155413","156912","158194","159306","160350","161509","",
"Kosovo","XKX","Rural population","SP.RUR.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Rural population","SP.RUR.TOTL","4831658","4882909","4935554","4989087","5042798","5096209","5150229","5205369","5260803","5315700","5369664","5435001","5502220","5577115","5667058","5777575","5910835","6065837","6239755","6428507","6628785","6841623","7068093","7306676","7555374","7813479","8071385","8327515","8600893","8908263","9258974","9658521","10096727","10547867","10976992","11369911","11718130","12022808","12297594","12563615","12836231","13118578","13405797","13697867","13992664","14289129","14586859","14886906","15188990","15492675","15797168","16102500","16407308","16707991","17000891","17282718","17552294","17809832","18056198","18292399","",
"South Africa","ZAF","Rural population","SP.RUR.TOTL","9128066","9324278","9538722","9760591","9989722","10225891","10468777","10718501","10975778","11241587","11518437","11815632","12122914","12437442","12755290","13074034","13391517","13709433","14033830","14373089","14728154","15079855","15450296","15830992","16211192","16544660","16779798","16998296","17209274","17424278","17650628","17896133","18161430","18421371","18657845","18859071","19022394","19151344","19250772","19326728","19385129","19427946","19430457","19413695","19392871","19374406","19358447","19345326","19337333","19339257","19350793","19373634","19404873","19439262","19466373","19480493","19479624","19465654","19439954","19408553","",
"Zambia","ZMB","Rural population","SP.RUR.TOTL","2513584","2564657","2615530","2664159","2700787","2735975","2769235","2800514","2829778","2857506","2910678","2969855","3030478","3092278","3154340","3216397","3277831","3338822","3399509","3460539","3521921","3642060","3771737","3905030","4040694","4177774","4316340","4456438","4596500","4734665","4869765","5031367","5196395","5363386","5537201","5721402","5917842","6125578","6342565","6565202","6790987","6949712","7079488","7209831","7342743","7479988","7621228","7766712","7918421","8079604","8251349","8434810","8627866","8826788","9027027","9224797","9419162","9610647","9800136","9989317","",
"Zimbabwe","ZWE","Rural population","SP.RUR.TOTL","3300517","3404370","3510793","3611339","3713683","3817491","3922220","4028104","4136079","4248543","4370974","4499067","4632181","4768364","4904570","5043093","5178906","5313471","5450527","5595343","5751241","5918264","6093705","6267912","6444291","6621364","6798450","6973055","7138252","7285389","7408271","7504681","7575958","7660664","7732877","7789866","7832793","7861976","7877704","7880197","7870528","7849513","7819899","7850873","7897803","7957337","8031619","8120406","8224972","8345717","8482587","8637258","8808909","8990931","9170466","9340761","9499135","9647246","9788355","9928163","",
